LAMMPS data file via write_data, version 19 Nov 2024, timestep = 87, units = metal

1793 atoms
3 atom types

0 28.92 xlo xhi
0 28.92 ylo yhi
0 38.4975 zlo zhi

Masses

1 63.55
2 63.55
3 63.55

Atoms # atomic

1 2 3.33055240754333e-05 4.787124018921396e-05 0.03108001295281366 0 0 0
65 2 1.807556553688346 1.8075496164463316 0.03091675064570569 0 0 0
129 2 0.00010412320895405491 1.80765481235439 1.8140135948324838 0 0 0
193 2 1.807681839653784 9.567475783570511e-05 1.8140226764601324 0 0 0
2 2 3.6150865133793904 8.296086683280594e-06 0.03088968213506412 0 0 0
130 2 3.6152147867763014 1.807641792822881 1.8138615002804608 0 0 0
66 2 5.422567403439204 1.8075239682303244 0.03066038500499332 0 0 0
194 2 5.4227367083586 9.804169267457355e-05 1.8138500776954314 0 0 0
3 2 7.230086523186278 1.3434563455380768e-05 0.0306660387891295 0 0 0
131 2 7.230188805145145 1.807640639808473 1.8136292660611728 0 0 0
67 2 9.037572617786651 1.807495346288743 0.03045560530401177 0 0 0
195 2 9.037658630410489 7.372005516409056e-05 1.8136669896026791 0 0 0
132 2 10.845075577083803 1.8076350862997412 1.8134946124952513 0 0 0
5 2 14.459964896568701 2.463282851730678e-06 0.030501584261510985 0 0 0
68 2 12.652507373469687 1.8075058728368747 0.030339395749965678 0 0 0
133 2 14.459914647916747 1.8076319309599065 1.8134912749023921 0 0 0
196 2 12.65249376871468 8.4109412345343e-05 1.8135951309669174 0 0 0
12 2 10.845045235031106 3.6149977222750604 0.030200148586747452 0 0 0
6 2 18.074906342804578 5.447995714812836e-06 0.03064406229867846 0 0 0
69 2 16.267452271439314 1.8075195682815894 0.030445550613340915 0 0 0
134 2 18.074787512907093 1.807663899037627 1.8136312961980006 0 0 0
197 2 16.267346847782168 8.126638785000715e-05 1.8136569763642674 0 0 0
7 2 21.689911143224993 1.3997311561201087e-05 0.03090304683438834 0 0 0
70 2 19.882402847148953 1.80753827595584 0.03068719448022417 0 0 0
135 2 21.689782659356077 1.807674366252158 1.813848774556048 0 0 0
198 2 19.882269630240064 8.28593715019302e-05 1.8138224314081643 0 0 0
8 2 25.304977626865547 4.5509291529779634e-05 0.0310651120929569 0 0 0
71 2 23.497453595666443 1.8075577905516367 0.030923199244128494 0 0 0
